lat,lon
-34.7521,142.34354
-37.41087,148.79508
-36.59167,142.675
-35.83177,142.21869
-38.08181,146.58463
-37.74167,145.09167
-37.825,145.49167
-35.90833,145.425
-37.66687,145.09361
-36.22234,146.65577
-36.55833,143.74167
-36.75833,141.84167
-37.74167,145.09167
-38.49851,144.33467
-37.825,145.49167
-35.90833,145.425
-36.8051,145.78953
-37.74167,145.09167
-36.86933,143.73704
-37.14,142.85131
-37.575,145.09167
-37.94009,145.21857
-37.91514,146.75129
-35.90833,145.425
-36.74852,142.08467
-38.39167,142.825
-36.59167,142.675
-36.79016,144.29298
-38.08181,146.58463
-37.58333,144.74
-36.95681,146.29295
-36.65833,143.59167
-37.7744,145.1348
-37.74167,145.09167
-36.86933,143.73704
-35.91515,145.08462
-37.41478,148.36805
-38.36521,144.98158
-36.54167,143.70833
-36.75833,141.84167
-38.14167,145.275
-37.74167,145.09167
-35.43129,141.93502
-37.79689,145.55366
-37.74167,145.09167
-36.59167,142.675
-37.89167,145.30833
-37.7818,145.0974
-37.82319,145.4952
-37.00889,142.74075
-35.90833,145.25833
-37.775,145.20833
-37.81942,145.27252
-38.4379,145.04204
-37.825,145.00833
-37.69768,145.27822
-36.60833,143.725
-36.74848,145.58463
-37.075,142.59167
-37.74167,145.10833
-37.19621,149.0277
-38.20214,147.21315
-36.5822,145.01223
-37.84167,145.19167
-36.60833,143.725
-37.83087,145.39391
-36.20679,147.89291
-35.575,142.09167
-36.91516,144.25131
-36.59167,142.675
-37.24167,149.925
-37.84167,145.14167
-37.91516,145.08465
-37.8313,145.11893
-35.90833,145.25833
-38.01556,144.43056
-36.08182,145.25129
-37.91912,147.68904
-38.41044,144.99177
-37.84167,145.14167
-36.59167,143.725
-36.79167,141.75833
-35.19512,142.13881
-37.50756,149.29968
-37.58746,148.73816
-37.91912,147.68904
-37.775,145.20833
-37.84167,145.14167
-37.84472,147.6156
-37.825,145.14167
-37.24849,145.08464
-36.67642,145.4037
-36.625,143.65833
-36.86933,143.73704
-36.5822,145.01223
-37.5305,145.51242
-37.15833,143.75833
-37.075,142.59167
-37.86546,147.89431
-35.90833,145.425
-37.95596,145.02698
-36.59167,142.675
-36.58284,145.28603
-36.675,143.59167
-38.375,144.875
-37.075,142.59167
-37.825,145.49167
-36.91514,146.41795
-36.60833,143.70833
-37.79167,145.175
-37.775,145.14167
-37.00833,142.375
-38.375,144.875
-37.91515,145.91797
-35.74849,144.08463
-37.15833,143.75833
-37.79167,144.975
-34.40833,141.425
-37.775,145.14167
-37.00833,142.375
-35.74852,141.91799
-36.66831,144.69167
-35.90833,145.25833
-36.24852,141.58467
-36.625,143.65833
-36.86933,143.73704
-37.58186,142.08469
-37.00833,142.375
-37.88086,145.17566
-37.58186,142.25135
-36.74848,145.58463
-37.875,145.19167
-37.30833,142.69167
-37.88132,145.14722
-38.0818,147.58462
-35.41519,141.25133
-37.875,145.125
-35.18186,141.05133
-36.65833,143.59167
-38.35833,145.20833
-37.71846,145.05145
-36.58723,146.13177
-36.24852,141.58467
-37.71026,145.1583
-37.725,142.025
-37.03541,144.23942
-37.575,145.09167
-36.41514,146.25128
-37.025,142.375
-35.74851,142.41799
-37.88986,144.21007
-37.71026,145.1583
-37.025,142.375
-36.0228,147.79021
-37.59016,145.37631
-38.39766,146.16816
-37.025,142.375
-37.99167,145.34167
-37.15833,143.75833
-37.075,149.925
-37.72069,145.44395
-38.01556,144.43056
-37.9635,144.41204
-37.875,145.19167
-38.72309,143.6074
-37.62156,145.07778
-38.30833,145.20833
-37.74167,145.10833
-37.875,145.19167
-37.95683,145.14299
-36.75833,141.84167
-37.83182,145.33465
-37.90833,147.59167
-36.65833,143.59167
-37.05692,146.38322
-34.14504,142.04234
-37.075,142.425
-36.08182,144.75129
-37.64167,145.25833
-36.41515,145.75128
-35.575,143.75833
-37.99167,145.34167
-37.68043,145.15223
-37.65833,145.50833
-38.13289,145.2755
-37.15833,143.75833
-37.74167,145.09167
-37.025,142.375
-37.24852,142.75134
-37.76625,145.28519
-37.15833,143.75833
-37.84167,145.19167
-38.275,144.375
-37.81279,144.98082
-37.74167,145.09167
-36.2485,143.58465
-38.48106,144.03268
-34.63531,142.46275
-37.92668,144.48038
-36.41517,143.58465
-37.89167,145.30833
-36.09167,146.29167
-36.59167,143.74167
-37.025,142.375
-37.99167,145.125
-38.3366,141.48828
-37.85833,145.125
-36.41517,143.58465
-38.13289,145.2755
-37.62936,145.17163
-37.74167,145.09167
-35.91514,146.41793
-35.58183,144.08463
-37.76598,145.20687
-35.575,142.09167
-36.08182,145.25129
-37.19101,146.3427
-37.56195,148.93003
-36.60833,143.70833
-38.47248,146.76685
-35.96862,144.9745
-37.81942,145.27252
-38.075,145.925
-37.65833,145.50833
-37.00807,142.71973
-35.90833,145.425
-36.60833,143.70833
-37.87576,145.59191
-36.625,143.64167
-37.81942,145.27252
-35.91515,145.08462
-38.37089,146.20624
-35.575,142.09167
-37.15833,143.75833
-37.9524,144.42339
-38.46,146.85171
-36.625,143.64167
-36.775,144.39167
-38.14167,145.275
-37.825,145.14167
-36.90725,142.66323
-39.01401,146.29959
-36.625,143.65833
-38.08187,141.08471
-35.65833,142.175
-37.625,144.975
-35.575,142.09167
-37.825,145.14167
-37.82141,145.49637
-38.08183,145.08466
-36.24167,146.59167
-34.58184,142.41797
-36.45833,143.75833
-37.81942,145.27252
-36.0818,146.5846
-35.90833,145.25833
-37.39595,144.80229
-38.3253,145.18452
-36.625,143.575
-36.1006,144.84116
-36.80496,143.28645
-37.74167,145.10833
-38.33656,141.49972
-36.1476,147.31083
-35.69167,144.20833
-38.41516,145.25133
-37.77493,149.31362
-37.87816,145.17572
-37.66548,145.17641
-37.74167,145.10833
-37.28425,148.57211
-37.21479,142.70409
-36.525,143.69167
-37.58186,142.08469
-37.76513,145.21029
-37.025,142.375
-38.2485,144.58467
-36.58183,143.75132
-37.89167,145.30833
-36.67349,144.9763
-37.41516,145.08464
-35.63781,143.68585
-38.0252,141.59103
-36.625,143.59167
-35.65833,142.175
-37.74167,145.10833
-38.14167,145.275
-35.15686,141.09299
-36.525,143.69167
-36.91519,142.08468
-38.275,145.20833
-36.77847,143.25766
-38.175,145.10833
-37.79849,145.40131
-36.91519,142.08468
-37.88132,145.14722
-34.33184,142.16797
-37.15833,143.75833
-36.41515,145.25129
-34.407,141.40098
-36.41515,145.41796
-37.67696,147.39931
-35.90833,145.425
-36.97763,143.769
-35.575,142.09167
-37.72587,145.2362
-37.00833,142.375
-38.22349,145.30966
-38.66518,144.00135
-35.90624,143.80096
-36.41514,146.25128
-37.00833,142.375
-37.825,145.20833
-36.74167,146.09167
-37.00833,142.375
-37.15833,147.675
-37.91514,146.75129
-38.275,145.10833
-37.875,145.19167
-37.89453,145.18556
-37.79167,145.175
-36.74167,146.09167
-35.24167,143.425
-35.2485,143.58463
-36.54167,143.70833
-37.81942,145.27252
-38.3273,145.17051
-37.00833,142.375
-37.91516,145.08465
-36.40833,146.75833
-37.00833,142.375
-37.90833,145.59167
-37.33392,143.24258
-35.50833,143.875
-37.70917,145.08167
-37.00833,142.375
-36.59167,142.675
-38.21889,145.34944
-37.08887,148.4128
-37.90833,145.59167
-37.66511,149.83457
-36.5818,147.0846
-38.225,145.04167
-37.74849,145.58464
-36.86933,143.73704
-37.25833,142.64167
-37.00833,142.375
-37.90833,145.59167
-37.99849,145.83464
-37.84167,145.19167
-38.39766,146.16816
-37.575,146.59167
-37.91912,147.68904
-36.50833,143.675
-37.00833,142.375
-37.78699,144.57183
-37.00807,142.71973
-37.65833,145.50833
-37.9568,147.70961
-37.72094,148.53705
-36.74852,142.08467
-36.64167,143.64167
-37.00833,142.375
-36.40833,146.75833
-35.08184,142.08465
-37.90446,145.37184
-37.268,141.15967
-34.7485,142.58464
-37.825,145.00833
-37.775,145.14167
-37.00833,142.375
-36.40833,146.75833
-37.7247,145.04788
-37.575,149.75833
-37.71126,145.8419
-37.99167,144.75833
-37.03486,141.27743
-37.075,144.15833
-37.00833,142.375
-38.0818,147.58462
-35.90833,145.425
-37.65833,145.50833
-36.625,143.59167
-37.70833,142.04167
-38.41516,145.25133
-37.58186,142.08469
-37.00833,142.375
-38.075,144.30833
-37.55576,145.0772
-36.79385,143.25475
-37.87816,145.17572
-37.84167,145.14167
-38.24167,145.025
-37.825,145.00833
-36.79167,143.425
-37.25112,142.07881
-37.91516,145.08465
-37.575,149.75833
-36.39485,145.37937
-37.84167,145.14167
-37.88928,145.31759
-37.85833,145.125
-37.00833,142.375
-36.63886,147.57455
-36.55833,143.74167
-37.74853,142.08469
-37.875,145.19167
-35.24167,143.425
-36.12673,146.63951
-37.825,145.49167
-37.70217,145.10292
-38.13289,145.2755
-36.59167,142.675
-37.84167,145.10833
-38.41514,146.91797
-37.00833,142.375
-35.91515,145.08462
-35.92806,142.80541
-37.00833,142.375
-36.94167,143.24167
-37.91516,145.08465
-36.0981,147.4468
-37.325,143.24167
-37.00833,142.375
-37.84213,145.49595
-36.625,143.675
-37.00833,142.375
-36.74847,147.0846
-36.59167,142.675
-36.5673,146.14717
-37.70833,145.10833
-37.00833,142.375
-37.15833,143.75833
-36.41513,147.31793
-37.28297,143.22077
-36.40833,146.75833
-36.59167,142.675
-34.91517,143.08463
-37.88205,145.13697
-37.00833,142.375
-37.15833,143.75833
-37.84167,145.14167
-37.33185,142.50135
-36.91519,142.08468
-37.90833,147.74167
-34.91517,143.08463
-36.16515,145.00129
-37.00833,142.375
-37.68043,145.15223
-37.00833,142.375
-37.1791,142.55653
-38.0818,147.58462
-37.25139,145.96218
-37.00833,142.375
-36.1006,144.84116
-37.00833,142.375
-36.60833,143.69167
-37.84167,145.14167
-37.70833,145.10833
-37.55186,146.61352
-37.425,148.525
-37.00833,142.375
-37.025,142.375
-37.00833,142.375
-36.60833,143.69167
-37.84167,145.14167
-37.59167,145.30833
-34.79833,142.98481
-36.86933,143.73704
-37.00833,142.375
-36.025,146.99167
-37.70833,144.54167
-37.07955,144.08824
-37.84167,145.14167
-37.70833,142.04167
-37.825,145.20833
-36.86933,143.73704
-37.00833,142.375
-35.7485,143.7513
-37.00833,142.375
-37.15833,143.75833
-38.33181,146.83463
-37.70833,142.04167
-37.91516,145.08465
-37.00833,142.375
-36.45686,141.62634
-37.30833,142.69167
-38.125,145.275
-35.69167,144.20833
-36.92899,144.79556
-37.70833,142.04167
-37.79167,145.175
-37.84167,145.14167
-37.00833,142.375
-37.55639,144.90286
-38.3377,145.20256
-36.43194,146.88578
-36.8045,145.79337
-34.91517,143.08463
-37.40805,144.42009
-37.84167,145.14167
-37.00833,142.375
-36.60833,143.70833
-37.00833,142.375
-37.91516,145.08465
-35.875,143.80833
-34.91517,143.08463
-36.86933,143.73704
-37.84167,145.14167
-35.24167,143.425
-37.62346,147.69294
-37.00833,142.375
-37.8685,145.25213
-38.26299,145.16894
-37.00833,142.375
-37.91516,145.08465
-37.725,142.04167
-37.00833,142.375
-37.29167,146.175
-38.33181,146.50131
-37.63059,148.74709
-36.64167,143.60833
-34.91517,143.08463
-37.91912,147.68904
-37.84167,145.14167
-37.00833,142.375
-36.24167,146.59167
-37.875,145.19167
-36.74167,146.09167
-37.2556,145.1546
-37.0944,142.8417
-36.7826,145.70906
-37.84167,145.14167
-37.00833,142.375
-36.24845,148.08458
-37.875,145.19167
-37.79016,145.12632
-37.83182,145.50131
-34.91517,143.08463
-37.8685,145.25213
-37.84167,145.14167
-37.00833,142.375
-36.575,143.70833
-37.75833,145.175
-37.8685,145.25213
-36.60293,144.61932
-37.775,144.85833
-37.15833,143.75833
-37.73882,145.14057
-37.00833,142.375
-37.83182,145.33465
-36.41514,146.25128
-37.075,142.59167
-35.79167,145.55833
-34.91517,143.08463
-37.15833,143.75833
-37.84167,145.14167
-37.00833,142.375
-37.68655,146.48012
-36.78417,141.72481
-37.075,142.59167
-37.84167,145.14167
-37.87576,145.59191
-37.15833,143.75833
-37.84167,145.14167
-35.24167,143.425
-35.2485,143.58463
-37.42736,142.4543
-36.09167,144.275
-37.00833,142.375
-38.58181,146.91797
-36.60833,143.69167
-37.84167,145.14167
-37.68226,145.33479
-37.83182,145.33465
-38.08992,145.72009
-37.8313,145.11893
-37.84167,145.14167
-36.41514,146.25128
-36.60833,143.69167
-38.25793,145.04695
-37.74851,143.58467
-37.27166,146.65556
-37.58182,145.58464
-37.825,145.14167
-37.84167,145.14167
-37.81177,143.92116
-37.15833,143.75833
-37.00833,142.375
-37.93098,145.77519
-37.77791,145.1623
-37.70833,145.09167
-36.475,143.74167
-37.84167,145.14167
-36.41514,146.25128
-37.15833,143.75833
-37.00833,142.375
-37.84167,145.14167
-38.1348,145.28231
-37.69016,145.09298
-36.59167,142.675
-37.73781,145.19166
-37.025,142.375
-37.15833,143.75833
-35.24167,143.425
-37.84167,145.14167
-37.79038,145.21082
-37.58182,145.58464
-36.49852,141.83467
-38.37744,142.828
-37.75833,145.175
-37.15833,143.75833
-35.24167,143.425
-37.84167,145.14167
-37.84167,145.19167
-36.625,143.575
-37.58186,142.25135
-35.74849,144.25129
-37.87346,147.85961
-36.45833,143.74167
-34.91517,143.08463
-37.84167,145.14167
-37.6985,144.43466
-38.08992,145.72009
-36.62348,145.25963
-35.74849,144.25129
-37.025,142.375
-35.96192,144.43583
-37.00833,142.375
-35.92431,143.79938
-36.11757,144.73516
-36.24167,146.59167
-37.70833,143.59167
-37.87348,145.87631
-37.58182,145.58464
-38.3253,145.18452
-37.00833,142.375
-37.08182,145.58463
-36.41514,146.25128
-37.75764,147.71365
-37.67017,145.74207
-37.47917,145.37886
-37.96203,144.41106
-37.24167,149.925
-36.79019,141.79301
-37.40833,149.75833
-37.875,145.19167
-38.08187,141.08471
-37.24853,141.91802
-35.74849,144.25129
-37.73821,145.4921
-36.45833,143.74167
-38.40738,144.18684
-36.625,143.675
-38.3273,145.17051
-37.8947,145.44939
-37.24848,145.91796
-35.34167,143.55833
-38.39167,143.625
-35.93666,145.05845
-37.575,146.59167
-37.70833,142.04167
-36.41514,146.25128
-37.76636,143.86262
-35.58183,143.91796
-36.09989,147.54283
-36.625,143.575
-37.58186,142.08469
-37.74847,146.75129
-37.14233,143.66018
-37.00833,142.375
-38.28179,145.00447
-37.77406,145.03523
-37.22882,142.97009
-38.39167,143.625
-37.775,144.94167
-38.375,144.875
-37.59167,145.20833
-37.00833,142.375
-36.59167,143.69167
-37.64167,147.725
-38.3823,144.92844
-36.36242,143.67683
-38.28917,145.1875
-38.35683,145.22633
-37.84167,145.14167
-37.24167,145.94167
-35.2485,143.58463
-38.0575,145.48611
-37.8887,145.39766
-35.66446,142.08467
-36.58179,147.91792
-36.58181,145.91795
-37.84167,145.14167
-36.24847,146.91793
-37.90833,145.59167
-37.75351,145.21625
-37.35277,147.98756
-36.74014,146.10962
-37.58186,142.08469
-37.51033,149.29637
-37.84167,145.14167
-38.39167,144.925
-37.33185,143.168
-37.22099,144.47945
-38.25654,145.55602
-37.825,145.14167
-37.55833,144.90833
-36.5818,146.58461
-37.84167,145.14167
-37.74167,145.10833
-35.74848,145.25128
-37.72228,145.42803
-37.76392,148.69988
-37.84167,145.14167
-38.3643,144.87024
-38.24849,145.58465
-37.84167,145.10833
-38.00096,145.13396
-38.34167,144.99167
-37.6812,145.08758
-37.84167,145.14167
-37.84167,145.14167
-37.55833,149.75833
-36.58181,145.91795
-37.825,145.125
-37.77713,144.57193
-38.225,145.40833
-37.20833,145.04167
-37.84167,145.14167
-37.84167,145.14167
-35.575,142.09167
-37.07595,144.08837
-36.08182,145.25129
-37.80022,148.14342
-36.91516,144.25131
-37.90833,147.75833
-37.84167,145.14167
-37.84167,145.14167
-35.575,142.09167
-37.52404,148.42663
-38.075,141.425
-38.07343,144.39574
-37.68106,145.13521
-38.2596,145.15934
-36.24849,144.7513
-37.84167,145.14167
-37.81279,144.98082
-36.84167,144.375
-36.08182,145.25129
-37.49876,149.75296
-37.83182,145.33465
-37.74258,145.20857
-36.88159,145.75176
-37.84167,145.14167
-37.69167,145.10833
-37.00833,142.375
-36.08182,145.25129
-37.23216,141.8621
-34.125,141.325
-37.80017,145.14471
-37.19167,143.60833
-37.84167,145.14167
-35.90833,145.425
-35.24167,143.425
-38.24848,146.41797
-36.47243,145.38334
-37.76556,145.16
-37.58185,142.58468
-37.825,145.14167
-37.84167,145.14167
-37.68043,145.15223
-37.00833,142.375
-35.74848,145.08462
-35.575,142.09167
-35.2485,143.58463
-38.4609,146.85285
-37.825,145.14167
-37.00833,142.375
-37.15833,143.75833
-37.00833,142.375
-37.65833,145.50833
-37.84167,145.10833
-35.2485,143.58463
-37.508,145.25152
-36.90707,144.38867
-37.73289,145.2392
-37.15833,143.75833
-35.24167,143.425
-37.74167,145.425
-36.08182,145.25129
-38.00833,145.125
-37.11212,148.42786
-36.475,143.74167
-37.43609,142.47707
-37.15833,143.75833
-36.5818,147.0846
-37.51267,148.39812
-37.43432,142.47478
-37.83182,145.33465
-38.1176,145.21655
-37.7068,147.12628
-37.40833,149.75833
-35.90833,145.425
-37.88132,145.14722
-38.5265,146.58457
-36.20679,147.45959
-36.54167,143.75833
-36.79283,144.39158
-37.70833,142.04167
-37.04059,142.38729
-35.90833,145.425
-36.475,141.89167
-36.58181,145.91795
-37.07595,144.08837
-37.16519,142.33468
-37.75833,144.975
-37.7485,144.61799
-36.64167,143.625
-35.90833,145.425
-37.77704,145.55177
-37.74851,143.58467
-37.07595,144.08837
-38.375,144.875
-37.79167,145.125
-36.98176,143.74669
-38.24849,145.58465
-37.91515,145.58465
-37.075,142.425
-38.40833,144.09167
-36.24849,144.7513
-36.90833,142.425
-35.91518,142.25133
-37.79013,148.04294
-38.25833,146.225
-38.325,143.84167
-37.80206,148.1389
-38.08181,147.08463
-37.74851,143.58467
-35.74849,144.25129
-38.65793,143.66019
-37.75033,145.12779
-37.74167,145.10833
-35.74852,141.91799
-37.22267,144.04555
-35.65833,143.84167
-37.8275,145.03306
-34.22879,142.23043
-37.82903,145.04742
-36.81144,144.25758
-37.74167,145.10833
-37.65833,145.50833
-37.825,145.14167
-35.46502,142.00154
-38.24849,145.58465
-37.13478,146.45127
-34.75212,142.34245
-37.10053,148.62794
-38.25833,146.225
-37.80833,147.09167
-37.825,145.14167
-37.8275,145.03306
-37.69788,145.17335
-37.80238,145.17078
-35.91514,145.91794
-37.875,145.19167
-37.74167,145.10833
-37.59425,144.40461
