RprtDt,StateCd,SrvcDstrctNm,PrtcpntCnt
31-Mar-19,VIC,Central Highlands,191
31-Mar-19,VIC,Hume Moreland,132
31-Mar-19,VIC,Inner East Melbourne,616
31-Mar-19,VIC,Inner Gippsland,123
31-Mar-19,VIC,Loddon,212
31-Mar-19,VIC,Mallee,15
31-Mar-19,VIC,North East Melbourne,567
31-Mar-19,VIC,Outer East Melbourne,358
31-Mar-19,VIC,Outer Gippsland,46
31-Mar-19,VIC,Ovens Murray,115
31-Mar-19,VIC,Southern Melbourne,158
31-Mar-19,VIC,VIC - Other,<11
31-Mar-19,VIC,Western District,243
31-Mar-19,VIC,Western Melbourne,89
31-Mar-19,WA,Central North Metro,11
31-Mar-19,WA,Central South Metro,32
31-Mar-19,WA,North East Metro,329
31-Mar-19,WA,North Metro,15
31-Mar-19,WA,South Metro,51
31-Mar-19,WA,WA - Other,18
