X,Y,TreeType,SpeciesName,CommonName,TreeHeight,TreeCanopyEW,TreeCanopyNS,Tree_Status
151.2046516,-33.92021474,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,6,6,Tree
151.1851524,-33.90745889,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,5,6,Tree
151.212599,-33.87167005,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,4,5,Tree
151.1937764,-33.88636449,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,5,5,Tree
151.2076561,-33.88047399,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,4,4,Tree
151.20648,-33.89573199,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,9,9,Tree
151.186438,-33.89448194,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,5,5,Tree
151.2045799,-33.85885258,Park Tree,Ficus macrophylla,Moreton Bay Fig,6,9,8,Tree
151.1850469,-33.90744642,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,7,7,Tree
151.1876511,-33.91059296,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,8,8,Tree
151.1940143,-33.88581819,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,8,8,Tree
151.1938527,-33.8861849,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,8,10,Tree
151.2297151,-33.87212593,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,2,2,Tree
151.192499,-33.88795499,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,2,2,Tree
151.2052624,-33.86006121,Park Tree,Ficus macrophylla,Moreton Bay Fig,5,4,4,Tree
151.1913699,-33.88743633,Park Tree,Ficus macrophylla,Moreton Bay Fig,4,3,3,Tree
151.175279,-33.87436949,Park Tree,Ficus macrophylla,Moreton Bay Fig,4,2,2,Tree
151.176265,-33.87380734,Park Tree,Ficus macrophylla,Moreton Bay Fig,4,2,2,Tree
151.2298509,-33.87361603,Park Tree,Ficus macrophylla,Moreton Bay Fig,3,1,1,Tree
151.213455,-33.90155094,Park Tree,Ficus macrophylla,Moreton Bay Fig,3,3,3,Tree
