X,Y,OBJECTID,asset_id,TreeType,SpeciesName,CommonName,TreeHeight,TreeCanopyEW,TreeCanopyNS,Tree_Status
151.2082177,-33.89895584,24086,TS11624,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,6,Tree
151.1896955,-33.90709834,24172,TS10315,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,10,Tree
151.1899982,-33.90696158,24173,TS10285,Street Tree,Jacaranda mimosifolia,Jacaranda,7,7,5,Tree
151.1906764,-33.90601958,24179,TS10275,Street Tree,Jacaranda mimosifolia,Jacaranda,7,7,7,Tree
151.1900719,-33.90688241,24182,TS10326,Street Tree,Jacaranda mimosifolia,Jacaranda,11,12,12,Tree
151.1909038,-33.9059956,24183,TS10318,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,5,Tree
151.1901363,-33.90660445,24184,TS32126,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,4,Tree
151.2057341,-33.90643134,24281,TS12661,Street Tree,Jacaranda mimosifolia,Jacaranda,9,11,11,Tree
151.1962596,-33.89993055,24332,TS12111,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,3,Tree
151.2057232,-33.91616291,24351,TS12775,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,6,Tree
151.2002749,-33.89552587,24395,TS12162,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,4,Tree
151.2003802,-33.89550288,24396,TS12163,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,8,Tree
151.1940964,-33.89823343,24411,TS10552,Street Tree,Jacaranda mimosifolia,Jacaranda,10,9,14,Tree
151.2023867,-33.91328811,24459,TS12966,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,8,Tree
151.2063267,-33.89283076,24478,TS08851,Street Tree,Jacaranda mimosifolia,Jacaranda,9,9,10,Tree
151.2010462,-33.89547267,24526,TS12168,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,5,Tree
151.2013767,-33.89545901,24527,TS12170,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,4,Tree
151.200868,-33.89544599,24528,TS12164,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,4,Tree
151.2028746,-33.89560108,24530,TS31133,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,3,Tree
151.202467,-33.89568097,24531,TS40579,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.2046463,-33.89586398,24532,TS12185,Street Tree,Jacaranda mimosifolia,Jacaranda,9,10,9,Tree
151.2049521,-33.89561622,24533,TS31134,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,9,Tree
151.187393,-33.89512253,24699,TS09467,Street Tree,Jacaranda mimosifolia,Jacaranda,9,2,2,Tree
151.1831304,-33.90277261,24772,TS12527,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,5,Tree
151.2026725,-33.91244348,24940,TS12923,Street Tree,Jacaranda mimosifolia,Jacaranda,10,5,5,Tree
151.2022001,-33.91335482,24943,TS12969,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,5,Tree
151.2021863,-33.91339177,24944,TS12970,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,5,Tree
151.1942165,-33.90239887,24978,TS10143,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,7,Tree
151.1942879,-33.90231569,24979,TS10144,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,5,Tree
151.1943383,-33.90226584,24990,TS10145,Street Tree,Jacaranda mimosifolia,Jacaranda,10,12,12,Tree
151.1929756,-33.90376203,24992,TS10126,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,5,Tree
151.1930791,-33.90364191,24993,TS10128,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,6,Tree
151.1931642,-33.90354766,24994,TS10129,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,8,Tree
151.1932769,-33.9034164,24995,TS10131,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,6,Tree
151.1937476,-33.90291987,24998,TS10137,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,7,Tree
151.1931805,-33.90330462,25003,TS10177,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,5,Tree
151.1946143,-33.9019771,25005,TS10186,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,5,Tree
151.1929654,-33.90354303,25006,TS10191,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,3,Tree
151.1914146,-33.90546269,25011,TS10245,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,3,Tree
151.1917446,-33.90507853,25013,TS10252,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,9,Tree
151.1914305,-33.90540017,25025,TS10204,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,5,Tree
151.1922312,-33.90435203,25026,TS10218,Street Tree,Jacaranda mimosifolia,Jacaranda,5,2,3,Tree
151.190703,-33.90619419,25029,TS10307,Street Tree,Jacaranda mimosifolia,Jacaranda,7,3,3,Tree
151.1906115,-33.9060905,25031,TS10310,Street Tree,Jacaranda mimosifolia,Jacaranda,12,11,11,Tree
151.190936,-33.90594062,25034,TS10278,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,9,Tree
151.1902775,-33.90645196,25036,TS10272,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,5,Tree
151.189788,-33.90699636,25037,TS10321,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,5,Tree
151.190447,-33.90650243,25038,TS10319,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,4,Tree
151.1902839,-33.9066783,25040,TS10292,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.1902839,-33.9066783,25041,TS10292,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.1866953,-33.89583761,25050,TS10377,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,1,Tree
151.2149315,-33.8951626,25151,TS10751,Street Tree,Jacaranda mimosifolia,Jacaranda,8,8,8,Tree
151.1873074,-33.89317054,25206,TS13178,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,2,Tree
151.2153572,-33.89535002,25428,TS10729,Street Tree,Jacaranda mimosifolia,Jacaranda,7,9,7,Tree
151.1873265,-33.8932022,25464,TS13179,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,8,Tree
151.2092774,-33.89281472,25529,TS11532,Street Tree,Jacaranda mimosifolia,Jacaranda,11,10,11,Tree
151.2084153,-33.89796708,25596,TS11581,Street Tree,Jacaranda mimosifolia,Jacaranda,12,9,9,Tree
151.2051435,-33.91658549,25617,TS11660,Street Tree,Jacaranda mimosifolia,Jacaranda,9,10,10,Tree
151.2042916,-33.91625521,25620,TS11687,Street Tree,Jacaranda mimosifolia,Jacaranda,11,14,9,Tree
151.2082262,-33.91740101,25659,TS13638,Street Tree,Jacaranda mimosifolia,Jacaranda,9,10,10,Tree
151.2059862,-33.89300434,25774,TS13445,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,4,Tree
151.2043759,-33.89290666,25776,TS13462,Street Tree,Jacaranda mimosifolia,Jacaranda,10,12,11,Tree
151.2064318,-33.91828753,25840,TS13879,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,7,Tree
151.200733,-33.89545402,25955,TS12166,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,4,Tree
151.200929,-33.89559494,25956,TS32577,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.200929,-33.89559494,25957,TS32577,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.2031309,-33.89563349,25959,TS12174,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,6,Tree
151.2029644,-33.89561059,25960,TS12175,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,5,Tree
151.2019508,-33.89547704,25962,TS12182,Street Tree,Jacaranda mimosifolia,Jacaranda,11,8,5,Tree
151.2018676,-33.89546771,25963,TS12183,Street Tree,Jacaranda mimosifolia,Jacaranda,12,8,6,Tree
151.2098523,-33.89647548,25976,TS12229,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,12,Tree
151.1962056,-33.89853225,25986,TS12280,Street Tree,Jacaranda mimosifolia,Jacaranda,9,9,11,Tree
151.1960261,-33.8984857,25991,TS12298,Street Tree,Jacaranda mimosifolia,Jacaranda,10,11,11,Tree
151.1872983,-33.89314173,26170,TS13177,Street Tree,Jacaranda mimosifolia,Jacaranda,10,6,6,Tree
151.1932595,-33.89981083,26462,TS14131,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,4,Tree
151.1927169,-33.90020071,26463,TS14112,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,6,Tree
151.2103146,-33.89422434,26534,TS14225,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,7,Tree
151.2104305,-33.89424757,26535,TS14226,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,6,Tree
151.2109922,-33.8943322,26536,TS14234,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,4,Tree
151.2155733,-33.89433238,26545,TS14279,Street Tree,Jacaranda mimosifolia,Jacaranda,9,10,8,Tree
151.2078364,-33.90625023,26556,TS14322,Street Tree,Jacaranda mimosifolia,Jacaranda,5,4,5,Tree
151.2081167,-33.91733621,26581,TS13636,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,10,Tree
151.2126036,-33.89440546,26728,TS14199,Street Tree,Jacaranda mimosifolia,Jacaranda,12,10,9,Tree
151.2125257,-33.89439342,26729,TS14200,Street Tree,Jacaranda mimosifolia,Jacaranda,10,8,9,Tree
151.2124044,-33.89437858,26732,TS14201,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,3,Tree
151.2117964,-33.89429266,26733,TS14214,Street Tree,Jacaranda mimosifolia,Jacaranda,13,9,12,Tree
151.2113265,-33.89435861,26734,TS14202,Street Tree,Jacaranda mimosifolia,Jacaranda,12,18,13,Tree
151.2114158,-33.89436802,26735,TS14203,Street Tree,Jacaranda mimosifolia,Jacaranda,12,10,10,Tree
151.2118868,-33.894436,26736,TS14207,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,9,Tree
151.2106801,-33.89414543,26737,TS14215,Street Tree,Jacaranda mimosifolia,Jacaranda,13,8,10,Tree
151.2107692,-33.89429479,26739,TS14230,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,11,Tree
151.2150058,-33.89423461,26751,TS14273,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,11,Tree
151.2152778,-33.89441151,26754,TS14293,Street Tree,Jacaranda mimosifolia,Jacaranda,10,12,10,Tree
151.2105213,-33.91889268,26848,TS14354,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,7,Tree
151.2095789,-33.91875454,26850,TS14326,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,7,Tree
151.21267,-33.89441725,26957,TS14198,Street Tree,Jacaranda mimosifolia,Jacaranda,11,5,9,Tree
151.2116587,-33.89441023,26963,TS14205,Street Tree,Jacaranda mimosifolia,Jacaranda,12,13,13,Tree
151.2118103,-33.89442857,26964,TS14206,Street Tree,Jacaranda mimosifolia,Jacaranda,11,9,10,Tree
151.210765,-33.89415207,26965,TS14216,Street Tree,Jacaranda mimosifolia,Jacaranda,13,8,10,Tree
151.2102351,-33.89420695,26966,TS14224,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,8,Tree
151.2105026,-33.89425403,26967,TS14227,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,6,Tree
151.2149457,-33.89423582,26977,TS14272,Street Tree,Jacaranda mimosifolia,Jacaranda,9,9,11,Tree
151.2154813,-33.89431437,26979,TS14278,Street Tree,Jacaranda mimosifolia,Jacaranda,10,8,8,Tree
151.215294,-33.89427062,26988,TS14262,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,2,Tree
151.2077193,-33.91897997,27006,TS14328,Street Tree,Jacaranda mimosifolia,Jacaranda,5,5,5,Tree
151.2087518,-33.91897074,27011,TS14368,Street Tree,Jacaranda mimosifolia,Jacaranda,5,5,5,Tree
151.2036382,-33.92136528,27029,TS14458,Street Tree,Jacaranda mimosifolia,Jacaranda,8,9,7,Tree
151.2076203,-33.91896699,27296,TS14327,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,5,Tree
151.2086575,-33.91884628,27298,TS14324,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,4,Tree
151.2016876,-33.92110947,27319,TS14419,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,6,Tree
151.1836137,-33.89548895,27421,TS15020,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,8,Tree
151.1834699,-33.89516743,27422,TS15025,Street Tree,Jacaranda mimosifolia,Jacaranda,10,6,6,Tree
151.1837746,-33.89557482,27423,TS14987,Street Tree,Jacaranda mimosifolia,Jacaranda,9,4,3,Tree
151.1830355,-33.89432367,27429,TS15015,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,5,Tree
151.1841103,-33.89679874,27431,TS15047,Street Tree,Jacaranda mimosifolia,Jacaranda,9,5,5,Tree
151.2008341,-33.91150561,27475,TS14784,Street Tree,Jacaranda mimosifolia,Jacaranda,8,10,10,Tree
151.1841401,-33.89696699,27532,TS15044,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,8,Tree
151.1840341,-33.89646947,27534,TS15055,Street Tree,Jacaranda mimosifolia,Jacaranda,12,10,8,Tree
151.1824786,-33.90209553,27715,TS14867,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,4,Tree
151.1836455,-33.89553036,27807,TS15019,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,6,Tree
151.1837965,-33.89561888,27810,TS14986,Street Tree,Jacaranda mimosifolia,Jacaranda,10,6,6,Tree
151.1829688,-33.89414505,27817,TS15029,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,7,Tree
151.1840506,-33.89705151,27822,TS15043,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,8,Tree
151.1840276,-33.89692115,27823,TS15046,Street Tree,Jacaranda mimosifolia,Jacaranda,11,6,7,Tree
151.1988786,-33.89837127,27830,TS15447,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,5,Tree
151.1990235,-33.89879721,27831,TS15454,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,4,Tree
151.1989997,-33.89867675,27832,TS15453,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,4,Tree
151.198714,-33.89784099,27833,TS41370,Street Tree,Jacaranda mimosifolia,Jacaranda,2,1,1,Tree
151.199148,-33.89910562,27834,TS15470,Street Tree,Jacaranda mimosifolia,Jacaranda,11,13,15,Tree
151.1996149,-33.90093396,27837,TS31825,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,6,Tree
151.2003484,-33.9025008,27841,TS15506,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.2004652,-33.90233127,27842,TS15507,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,8,Tree
151.2006252,-33.90281784,27843,TS15509,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,5,Tree
151.2005852,-33.90271906,27844,TS15510,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,7,Tree
151.2005919,-33.90270193,27845,TS15511,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,6,Tree
151.2004279,-33.90221007,27846,TS15512,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,9,Tree
151.2003015,-33.90192815,27847,TS15516,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,4,Tree
151.2001291,-33.90203888,27848,TS15517,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,2,Tree
151.2002953,-33.9018827,27849,TS15515,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,1,Tree
151.2002953,-33.9018827,27850,TS15515,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,1,Tree
151.2099788,-33.8949587,27873,TS15590,Street Tree,Jacaranda mimosifolia,Jacaranda,11,8,6,Tree
151.2097827,-33.89593523,27935,TS15627,Street Tree,Jacaranda mimosifolia,Jacaranda,12,10,10,Tree
151.2097841,-33.89591812,27936,TS15628,Street Tree,Jacaranda mimosifolia,Jacaranda,11,4,4,Tree
151.209861,-33.89557306,27937,TS37675,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.199179,-33.8992352,28027,TS15471,Street Tree,Jacaranda mimosifolia,Jacaranda,7,4,4,Tree
151.1992069,-33.89928989,28028,TS15472,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,10,Tree
151.1992212,-33.89935936,28029,TS15473,Street Tree,Jacaranda mimosifolia,Jacaranda,11,7,10,Tree
151.2000248,-33.88690268,28041,TS15823,Street Tree,Jacaranda mimosifolia,Jacaranda,10,8,8,Tree
151.1849773,-33.89548038,28052,TS15879,Street Tree,Jacaranda mimosifolia,Jacaranda,10,9,9,Tree
151.1992802,-33.89954174,28135,TS15475,Street Tree,Jacaranda mimosifolia,Jacaranda,11,6,9,Tree
151.1998965,-33.90151428,28137,TS15486,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,7,Tree
151.199662,-33.90104799,28138,TS31824,Street Tree,Jacaranda mimosifolia,Jacaranda,8,3,3,Tree
151.2005003,-33.90245857,28142,TS15505,Street Tree,Jacaranda mimosifolia,Jacaranda,7,7,7,Tree
151.2006831,-33.90340473,28143,TS15491,Street Tree,Jacaranda mimosifolia,Jacaranda,8,3,6,Tree
151.200398,-33.90216807,28144,TS40665,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,7,Tree
151.2003512,-33.90202383,28145,TS15514,Street Tree,Jacaranda mimosifolia,Jacaranda,2,1,1,Tree
151.201098,-33.90436104,28148,TS15528,Street Tree,Jacaranda mimosifolia,Jacaranda,5,2,2,Tree
151.201128,-33.90444498,28149,TS39599,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,3,Tree
151.2106327,-33.89173601,28154,TS15560,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,6,Tree
151.2004471,-33.89550197,28162,TS12165,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.200712,-33.89560999,28163,TS32578,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,2,Tree
151.200712,-33.89560999,28164,TS32578,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,2,Tree
151.2025042,-33.89554662,28166,TS12178,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,6,Tree
151.2024095,-33.89553568,28167,TS12179,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,5,Tree
151.2096905,-33.89561026,28247,TS15621,Street Tree,Jacaranda mimosifolia,Jacaranda,4,3,4,Tree
151.2097323,-33.8954114,28248,TS15622,Street Tree,Jacaranda mimosifolia,Jacaranda,5,4,4,Tree
151.2094557,-33.89678542,28249,TS15637,Street Tree,Jacaranda mimosifolia,Jacaranda,11,13,12,Tree
151.2094473,-33.89683525,28251,TS15639,Street Tree,Jacaranda mimosifolia,Jacaranda,8,5,4,Tree
151.2094404,-33.89687672,28252,TS15640,Street Tree,Jacaranda mimosifolia,Jacaranda,10,8,8,Tree
151.2094265,-33.89692963,28253,TS15641,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,10,Tree
151.2092214,-33.89865808,28257,TS15662,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,7,Tree
151.2091914,-33.89884322,28268,TS15668,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.1831111,-33.90286502,28333,TS12528,Street Tree,Jacaranda mimosifolia,Jacaranda,6,6,8,Tree
151.1849404,-33.89534205,28422,TS15878,Street Tree,Jacaranda mimosifolia,Jacaranda,11,9,11,Tree
151.2223633,-33.87474362,28452,TS32839,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,1,Tree
151.1980231,-33.89639387,28486,TS15415,Street Tree,Jacaranda mimosifolia,Jacaranda,9,6,7,Tree
151.1985842,-33.89799698,28498,TS31526,Street Tree,Jacaranda mimosifolia,Jacaranda,7,3,3,Tree
151.1992508,-33.89944401,28499,TS15474,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,10,Tree
151.1994529,-33.89997484,28500,TS15477,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,8,Tree
151.1994721,-33.90002373,28501,TS15478,Street Tree,Jacaranda mimosifolia,Jacaranda,11,6,8,Tree
151.199491,-33.90008397,28502,TS15479,Street Tree,Jacaranda mimosifolia,Jacaranda,11,8,9,Tree
151.1995247,-33.90018924,28503,TS15480,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,5,Tree
151.2003755,-33.90258632,28505,TS15504,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,7,Tree
151.201066,-33.90428744,28508,TS15527,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,2,Tree
151.201174,-33.90457802,28510,TS39600,Street Tree,Jacaranda mimosifolia,Jacaranda,4,3,3,Tree
151.201191,-33.90463598,28511,TS39601,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,3,Tree
151.184517,-33.89395309,28512,TS15548,Street Tree,Jacaranda mimosifolia,Jacaranda,8,4,4,Tree
151.2101629,-33.89402186,28577,TS15583,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.2097248,-33.89622755,28586,TS15624,Street Tree,Jacaranda mimosifolia,Jacaranda,7,3,4,Tree
151.2093681,-33.89721274,28589,TS15648,Street Tree,Jacaranda mimosifolia,Jacaranda,8,7,6,Tree
151.2094085,-33.89704191,28590,TS15634,Street Tree,Jacaranda mimosifolia,Jacaranda,7,6,5,Tree
151.2091527,-33.89897098,28593,TS15669,Street Tree,Jacaranda mimosifolia,Jacaranda,5,5,6,Tree
151.2087418,-33.90030526,28599,TS15687,Street Tree,Jacaranda mimosifolia,Jacaranda,11,10,14,Tree
151.208713,-33.90042738,28602,TS15697,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,8,Tree
151.209385,-33.89796098,28603,TS15692,Street Tree,Jacaranda mimosifolia,Jacaranda,4,3,3,Tree
151.2090073,-33.89963858,28604,TS31529,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,5,Tree
151.2089171,-33.90010347,28614,TS31531,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,4,Tree
151.2090859,-33.8985947,28615,TS31530,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,6,Tree
151.195976,-33.88069404,28713,TS15798,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,6,Tree
151.200104,-33.88647082,28722,TS15822,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,11,Tree
151.2208315,-33.88471824,28844,TS16103,Street Tree,Jacaranda mimosifolia,Jacaranda,7,4,6,Tree
151.2206134,-33.88631189,28849,TS16119,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,6,Tree
151.1891023,-33.89332698,28875,TS15864,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,5,Tree
151.2102526,-33.89355669,28952,TS16197,Street Tree,Jacaranda mimosifolia,Jacaranda,7,3,4,Tree
151.2101312,-33.89420499,28955,TS16206,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,3,Tree
151.2126266,-33.89557698,28998,TS31984,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,5,Tree
151.1873437,-33.89323654,29054,TS13180,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,6,Tree
151.2287836,-33.87214257,29088,TS16037,Street Tree,Jacaranda mimosifolia,Jacaranda,4,1,1,Tree
151.2208427,-33.88465149,29105,TS16102,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.1992269,-33.89516122,29131,TS16166,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,7,Tree
151.2058965,-33.89299366,29185,TS13446,Street Tree,Jacaranda mimosifolia,Jacaranda,7,4,4,Tree
151.2057638,-33.89297162,29186,TS13447,Street Tree,Jacaranda mimosifolia,Jacaranda,7,7,4,Tree
151.1996345,-33.90052404,29226,TS16177,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,4,Tree
151.1996004,-33.90043184,29227,TS16176,Street Tree,Jacaranda mimosifolia,Jacaranda,11,12,10,Tree
151.1994758,-33.90058818,29228,TS31542,Street Tree,Jacaranda mimosifolia,Jacaranda,7,5,6,Tree
151.209873,-33.89556701,29242,TS31983,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,3,Tree
151.1934503,-33.89922182,29307,TS16456,Street Tree,Jacaranda mimosifolia,Jacaranda,11,11,12,Tree
151.1963189,-33.89881804,29311,TS40693,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,4,Tree
151.1856743,-33.90583147,29313,TS16472,Street Tree,Jacaranda mimosifolia,Jacaranda,10,12,14,Tree
151.2064646,-33.90579138,29333,TS16292,Street Tree,Jacaranda mimosifolia,Jacaranda,6,8,6,Tree
151.185714,-33.89911305,29372,TS40713,Street Tree,Jacaranda mimosifolia,Jacaranda,9,8,6,Tree
151.2081656,-33.91736857,29423,TS13637,Street Tree,Jacaranda mimosifolia,Jacaranda,10,10,10,Tree
151.2099597,-33.90497323,29728,TS16770,Street Tree,Jacaranda mimosifolia,Jacaranda,8,9,8,Tree
151.2098688,-33.9048573,29729,TS16776,Street Tree,Jacaranda mimosifolia,Jacaranda,6,5,4,Tree
151.2100847,-33.90502419,29771,TS16769,Street Tree,Jacaranda mimosifolia,Jacaranda,9,12,8,Tree
151.2100053,-33.90490563,29781,TS16775,Street Tree,Jacaranda mimosifolia,Jacaranda,7,8,4,Tree
151.2101143,-33.90494139,29842,TS16774,Street Tree,Jacaranda mimosifolia,Jacaranda,9,11,10,Tree
151.2097487,-33.90480641,29843,TS16777,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,3,Tree
151.2122599,-33.89447541,29926,TS14191,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,7,Tree
151.2115051,-33.89438095,29928,TS14204,Street Tree,Jacaranda mimosifolia,Jacaranda,9,4,7,Tree
151.2104974,-33.89411274,29933,TS14223,Street Tree,Jacaranda mimosifolia,Jacaranda,9,11,13,Tree
151.210964,-33.89418499,29934,TS14218,Street Tree,Jacaranda mimosifolia,Jacaranda,12,8,11,Tree
151.2106025,-33.89427162,29935,TS14228,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,3,Tree
151.2108443,-33.89431472,29936,TS14231,Street Tree,Jacaranda mimosifolia,Jacaranda,10,8,9,Tree
151.2110291,-33.89418693,29938,TS14233,Street Tree,Jacaranda mimosifolia,Jacaranda,6,3,3,Tree
151.2151027,-33.894261,29947,TS14274,Street Tree,Jacaranda mimosifolia,Jacaranda,8,8,8,Tree
151.2140176,-33.89425401,29949,TS14282,Street Tree,Jacaranda mimosifolia,Jacaranda,6,4,3,Tree
151.2153838,-33.89442531,29953,TS14294,Street Tree,Jacaranda mimosifolia,Jacaranda,10,7,8,Tree
151.215033,-33.89437649,29956,TS14290,Street Tree,Jacaranda mimosifolia,Jacaranda,3,1,1,Tree
151.215883,-33.89437681,29958,TS32783,Street Tree,Jacaranda mimosifolia,Jacaranda,9,7,8,Tree
151.2145086,-33.89433147,29964,TS31973,Street Tree,Jacaranda mimosifolia,Jacaranda,5,3,2,Tree
151.2145641,-33.89419196,29965,TS34214,Street Tree,Jacaranda mimosifolia,Jacaranda,4,2,2,Tree
151.2103276,-33.91899447,29991,TS14350,Street Tree,Jacaranda mimosifolia,Jacaranda,4,4,3,Tree
151.2105795,-33.91890038,29992,TS14353,Street Tree,Jacaranda mimosifolia,Jacaranda,8,8,8,Tree
151.2093046,-33.91893991,30001,TS14325,Street Tree,Jacaranda mimosifolia,Jacaranda,3,2,1,Tree
