location_name,SA4,address,latitude,longitude,access,train,ferry,lightrail,bus,taxi,regional_coach,regional_train,coach
West Ryde Station,Sydney - Ryde,"Ryedale Rd, West Ryde NSW 2114",-33.807172,151.090229,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Westmead Station,Sydney - Parramatta,"Railway Pde, Westmead NSW 2145",-33.808529,150.988012,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Willow Tree Station,Outer,"Main North Rd, Willow Tree NSW 2339",-31.650065,150.726123,wheelchair_access,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Windsor Station,Sydney - Outer West and Blue Mountains,"George St, Windsor NSW 2756",-33.613928,150.811408,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Wolli Creek Station,Sydney - Inner South West,"Brodie Sparks Dr, Wolli Creek NSW 2205",-33.928547,151.154113,wheelchair_access,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Wollongong Station,Outer,"Lowden Square, Wollongong NSW 2500",-34.427016,150.888243,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Woolooware Station,Sydney - Sutherland,"Swan St, Woolooware NSW 2230",-34.047718,151.143995,wheelchair_access,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Woolwich Wharf,Sydney - Ryde,"Valentia St, Woolwich NSW 2110",-33.838756,151.176043,wheelchair_access,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Woonona Station,Outer,"Park Rd, Woonona NSW 2517",-34.35023,150.914954,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Woy Woy Station,Outer,"Railway St, Woy Woy NSW 2256",-33.485112,151.323624,wheelchair_access,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Wynyard Station,Sydney - City and Inner South,"George St, Sydney NSW 2000",-33.865898,151.205789,wheelchair_access,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Wyong Station,Outer,"Pacific Hwy, Wyong NSW 2259",-33.285479,151.425256,wheelchair_access,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Yass Junction Station,Outer,"Faulder Ave, Yass NSW 2582",-34.808995,148.915387,wheelchair_access,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
