SA2_NAME16,total_pop,ancestry_1,ancestry_2,total_ancestry,pop_prop,sa3_name_2016,sa4_name_2016,focus_area,greater_syd_pop,greater_syd_average_viet,area_diff
Maroubra - North,9812,39,8,47,0.004790052996331023,Eastern Suburbs - South,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.018581606614368185
Glendenning - Dean Park,8354,34,6,40,0.004788125448886761,Mount Druitt,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.018583534161812448
Hunters Hill - Woolwich,10341,37,12,49,0.004738419882023015,Ryde - Hunters Hill,Sydney - Ryde,Greater Sydney,4495958,0.02337165961069921,-0.018633239728676195
Kellyville,23231,82,28,110,0.004735052300804959,Baulkham Hills,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.01863660730989425
Bidwill - Hebersham - Emerton,18439,74,11,85,0.004609794457400076,Mount Druitt,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.018761865153299133
Wahroonga (East) - Warrawee,17822,61,21,82,0.00460105487599596,Ku-ring-gai,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.01877060473470325
Castle Hill - West,5239,20,4,24,0.004581026913533117,Baulkham Hills,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.01879063269716609
Mount Annan - Currans Hill,28576,95,34,129,0.004514277715565509,Camden,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.0188573818951337
Mount Druitt - Whalan,22701,81,17,98,0.004316990440949738,Mount Druitt,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.01905466916974947
St Clair,19895,63,21,84,0.004222166373460669,St Marys,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.01914949323723854
Double Bay - Bellevue Hill,24870,73,31,104,0.0041817450743868115,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.0191899145363124
Forestville - Killarney Heights,12796,30,22,52,0.004063769928102532,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.019307889682596675
Cremorne - Cammeray,19084,59,18,77,0.004034793544330329,North Sydney - Mosman,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.01933686606636888
Paddington - Moore Park,15171,55,6,61,0.00402082921363127,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.01935083039706794
Woollahra,7686,21,9,30,0.0039032006245121,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.01946845898618711
Colyton - Oxley Park,11595,28,17,45,0.0038809831824062097,St Marys,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.019490676428293
Neutral Bay - Kirribilli,17852,55,14,69,0.003865113152587945,North Sydney - Mosman,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.019506546458111264
Bondi Junction - Waverly,16853,49,16,65,0.0038568800806977987,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.01951477953000141
Terrey Hills - Duffys Forest,3648,7,7,14,0.003837719298245614,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.019533940312453597
Caringbah,11764,40,5,45,0.003825229513770826,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.019546430096928382
Penrith,13295,39,11,50,0.00376081233546446,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.01961084727523475
Jamisontown - South Penrith,17288,50,15,65,0.0037598334104581212,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.019611826200241086
Blacktown (North) - Marayong,18024,48,19,67,0.003717265867731913,Blacktown,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.019654393742967298
Parklea - Kellyville Ridge,32645,75,45,120,0.00367590748966151,Blacktown - North,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.019695752121037698
Normanhurst - Thornleigh - Westleigh,18531,52,15,67,0.0036155631104635476,Hornsby,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.019756096500235663
Willoughby - Castle Cove - Northbridge,25463,59,33,92,0.0036130856536935947,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.019758573957005615
Elderslie - Harrington Park,20980,65,10,75,0.003574833174451859,Camden,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.01979682643624735
Sutherland - Kirrawee,20874,52,20,72,0.0034492670307559644,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.019922392579943243
Glenmore Park - Regentville,21203,48,24,72,0.003395745885016271,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.01997591372568294
Coogee - Clovelly,25455,64,22,86,0.003378511098016107,Eastern Suburbs - South,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.019993148512683103
Menai - Lucas Heights - Woronora,21128,48,23,71,0.003360469519121545,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.020011190091577664
Miranda - Yowie Bay,18230,36,25,61,0.003346132748217224,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.020025526862481983
Pendle Hill - Girraween,12842,31,11,42,0.0032705186108082855,Parramatta,Sydney - Parramatta,Greater Sydney,4495958,0.02337165961069921,-0.020101140999890924
Kingswood - Werrington,19577,56,8,64,0.0032691423609337487,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.020102517249765462
Mosman,28476,57,35,92,0.0032307908414103102,North Sydney - Mosman,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.0201408687692889
Rouse Hill - Beaumont Hills,22651,46,22,68,0.003002074963577767,Rouse Hill - McGraths Hill,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.020369584647121443
Glenwood,16128,37,11,48,0.002976190476190476,Blacktown - North,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.020395469134508733
Woolaware - Burraneer,7728,22,0,22,0.002846790890269151,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.020524868720430058
Lalor Park - Kings Langley,24874,58,12,70,0.0028141834847632066,Blacktown,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.020557476125936003
Wentworth Falls,6077,13,4,17,0.0027974329438867863,Blue Mountains,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.020574226666812422
Manly - Fairlight,21704,49,11,60,0.0027644673792849243,Manly,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.020607192231414287
St Ives,20456,31,24,55,0.0026886976926085255,Ku-ring-gai,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.020682961918090683
Lethbridge Park - Tregear,20705,47,8,55,0.0026563631972953395,Mount Druitt,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.02071529641340387
Riverstone - Marsden Park,17307,24,20,44,0.0025423239151788294,Blacktown - North,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.020829335695520382
Winston Hills,10774,19,8,27,0.0025060330425097457,Parramatta,Sydney - Parramatta,Greater Sydney,4495958,0.02337165961069921,-0.020865626568189462
Warriewood - Mona Vale,24134,40,20,60,0.002486119167978785,Pittwater,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.020885540442720424
Balgowlah - Clontarf - Seaforth,20188,32,14,46,0.0022785813354468,Manly,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.02109307827525241
Bayview - Elanora Heights,10745,11,13,24,0.0022335970218706376,Pittwater,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.021138062588828572
Rose Bay - Vaucluse - Watsons Bay,11844,21,5,26,0.002195204322863897,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.02117645528783531
Blacktown (East) - Kings Park,16920,12,25,37,0.002186761229314421,Blacktown,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.02118489838138479
Erskine Park,6440,11,3,14,0.002173913043478261,St Marys,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.021197746567220947
Bondi - Tamarama - Bronte,18401,26,14,40,0.0021737949024509535,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.021197864708248255
Yarramundi - Londonderry,7376,8,8,16,0.0021691973969631237,Richmond - Windsor,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.021202462213736086
Blackheath - Megalong Valley,5560,4,8,12,0.002158273381294964,Blue Mountains,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.021213386229404246
Windsor - Bligh Park,15330,20,13,33,0.002152641878669276,Richmond - Windsor,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.021219017732029933
Berowra - Brooklyn - Cowan,11699,25,0,25,0.0021369347807504917,Hornsby,Sydney - North Sydney and Hornsby,Greater Sydney,4495958,0.02337165961069921,-0.021234724829948717
Dover Heights,10830,17,6,23,0.002123730378578024,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.021247929232121186
Oyster Bay - Como - Jannali,21254,27,18,45,0.0021172485179260375,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.021254411092773172
The Oaks - Oakdale,8997,11,8,19,0.0021118150494609314,Wollondilly,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.021259844561238278
Frenchs Forest - Belrose,25171,40,13,53,0.002105597711652298,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.021266061899046913
Bargo,5740,9,3,12,0.0020905923344947735,Wollondilly,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.021281067276204435
Glenhaven,6253,10,3,13,0.002079002079002079,Baulkham Hills,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.02129265753169713
Gymea - Grays Point,17479,25,11,36,0.0020596143944161564,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.021312045216283052
Quakers Hill,22945,26,20,46,0.0020047940727827415,Blacktown - North,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.021366865537916467
Cambridge Park,15644,17,14,31,0.001981590386090514,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.021390069224608697
Cromer,7485,11,3,14,0.0018704074816299266,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.02150125212906928
Dural - Kenthurst - Wisemans Ferry,21019,31,8,39,0.0018554641039059897,Dural - Wisemans Ferry,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.02151619550679322
Acacia Gardens,3796,7,0,7,0.0018440463645943098,Blacktown - North,Sydney - Blacktown,Greater Sydney,4495958,0.02337165961069921,-0.0215276132461049
Newport - Bilgola,13186,16,8,24,0.0018201122402548156,Pittwater,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.021551547370444395
Freshwater - Brookvale,20978,31,6,37,0.0017637525026217942,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.021607907108077414
Galston - Laughtondale,5210,5,4,9,0.001727447216890595,Dural - Wisemans Ferry,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.021644212393808614
Narrabeen - Collaroy,24771,31,11,42,0.0016955310645512898,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.02167612854614792
Douglas Park - Appin,9625,11,4,15,0.0015584415584415584,Wollondilly,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.021813218052257652
Avalon - Palm Beach,12374,9,10,19,0.001535477614352675,Pittwater,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.021836181996346536
Manly Vale - Allambie Heights,16870,18,7,25,0.0014819205690574985,Warringah,Sydney - Northern Beaches,Greater Sydney,4495958,0.02337165961069921,-0.02188973904164171
Cronulla - Kurnell - Bundeena,23487,23,10,33,0.0014050325712096053,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.021966627039489605
Bondi Beach - North Bondi,20729,21,8,29,0.0013990062231656133,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney,4495958,0.02337165961069921,-0.021972653387533597
Castlereagh - Cranebrook,23724,19,13,32,0.0013488450514247176,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.022022814559274493
Richmond - Clarendon,13839,18,0,18,0.001300672013873835,Richmond - Windsor,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.022070987596825374
Pitt Town - McGraths Hill,10531,5,8,13,0.0012344506694520938,Rouse Hill - McGraths Hill,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.022137208941247117
Picton - Tahmoor - Buxton,16786,17,3,20,0.0011914690813773384,Wollondilly,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.02218019052932187
Engadine,16992,12,8,20,0.0011770244821092278,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.022194635128589983
Lawson - Hazelbrook - Linden,11253,5,8,13,0.00115524748955834,Blue Mountains,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.02221641212114087
Camden - Ellis Lane,12963,7,7,14,0.0010799969142945307,Camden,Sydney - Outer South West,Greater Sydney,4495958,0.02337165961069921,-0.022291662696404677
Blaxland - Warrimoo - Lapstone,18936,11,9,20,0.0010561892691170257,Blue Mountains,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.022315470341582183
Mulgoa - Luddenham - Orchard Hills,9541,4,6,10,0.0010481081647626036,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.022323551445936604
Springwood - Winmalee,21633,13,8,21,9.707391485230897e-4,Blue Mountains,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.022400920462176118
Loftus - Yarrawarrah,7247,3,3,6,8.279287981233614e-4,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.02254373081257585
Warragamba - Silverdale,5195,4,0,4,7.699711260827719e-4,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.02260168848461644
Heathcote - Waterfall,6504,4,0,4,6.150061500615006e-4,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.02275665346063771
Kurrajong Heights - Ebenezer,21898,11,0,11,5.023289798155083e-4,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.0228693306308837
Emu Plains - Leonay,14223,4,3,7,4.921605849680095e-4,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney,4495958,0.02337165961069921,-0.0228794990257312
Caringbah South,12058,0,3,3,2.487974788522143e-4,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.023122862131846996
Bilpin - Colo - St Albans,2691,0,0,0,0,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,4495958,0.02337165961069921,-0.02337165961069921
Lilli Pilli - Port Hacking - Dolans Bay,3149,0,0,0,0,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.02337165961069921
Woronora Heights,3646,0,0,0,0,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney,4495958,0.02337165961069921,-0.02337165961069921
