id,lat,lon,name
3058167874,-19.3236636,146.7580587,Jamaica Blue Cafe
3077654148,-22.1139906,149.5333885,Blue Rocks
3113868241,-37.7084129,147.8333758,Blue Bee Cafe
3139679530,-37.8465535,140.7712989,Blue Lake Lookout
3174721135,-35.3609833,150.1963365,Blue Gum Flat private campground
3174967444,-42.8864854,147.3347173,Blue Eye
3266865469,-31.9488537,115.8585527,Blue Sea Cafe
3278528361,-33.8881558,151.1665145,Blue White Red
3291840666,-37.8178274,144.9552326,Billy Blue School Of Design
3351541371,-27.3213371,153.3933031,The Blue Hole
3365199640,-38.1443999,145.1379804,Little Blue Bridal Boutique
3443876788,-41.8759283,148.3042514,Blue Edge Bakery
3503847060,-34.0317034,151.0564815,Blue Frog Laundrette
3532343062,-37.843529,140.7733721,Blue Lake Lookout
3566625894,-33.7218483,150.3496008,Fairmont Resort Blue Mountains
3568960519,-35.3086988,149.1899548,Blue Car Park
3571221305,-37.8271206,140.7769089,Blue Lack Tandoori Express
3571221307,-37.8274043,140.7771567,Blue Lake Printworks
3630228929,-35.2895642,148.8759673,Blue Range Hut
3679981864,-34.241437,116.1446652,Blue Tiger Cafe
3742187667,-25.2932641,152.9112227,Blue Dolphin Whale Watching
3751411811,-27.0929317,153.4441397,Blue Lagoon camping area
3764953500,-41.0620215,145.9005636,Blue House Barista Training
3788788387,-38.0579339,145.3890456,Blue Gum Caravan Park/Brunt Rd
3788788388,-38.0579382,145.3891268,Blue Gum Caravan Park/Brunt Rd
3796333753,-38.3660053,145.4770012,Blue Gum Point
3843503031,-21.9316298,114.1226617,Ningaloo Blue Dive
3924475916,-24.8688417,152.3445883,Dingo Blue Backpackers
3949904755,-32.9260769,148.4246715,Blue Hills
3963679412,-33.355134,151.5029067,Blue Bay
3994876142,-27.4742032,153.0781594,Blue Poppy
4030700547,-28.8644548,153.5321187,Blue Sky
4047416905,-33.7110382,150.3099846,Blue Mountains Backpacker Hostel
4055985401,-33.8721519,151.2229124,Chilli Blue Backpackers
4066027907,-33.8284289,151.2062935,Blue & White
4099721581,-31.9660601,151.3023084,Blue Mountain
4146795485,-33.5922261,150.3529821,Little Blue Gum
4218481690,-37.8428201,140.7747723,Blue Lake Rotary Lookout
4250090316,-31.5780728,152.1701643,Blue Knob Lookout
4290197628,-40.0561836,147.9520918,Blue Rocks
4290201307,-41.19653,147.98652,Blue Tier
4290718678,-42.13692,147.72537,Little Blue Tier
4293045739,-42.40333,147.48183,Blue Hills
4293050090,-43.0929035,146.7853518,Blue Hill
4322641198,-33.8712146,151.1991121,"The Blue Fish, Sydney"
4324783762,-27.0934161,153.4436972,Blue Lagoon Sunrover Campsite
4346518096,-33.87105,151.2251024,Blue Parrot youth hostel
4374907080,-36.1072732,149.1416158,Green Mountain Blue ii
4428494417,-33.6972111,150.4497898,Blue Mountain
4431883197,-27.8860048,153.395226,Blue Olive Cafe and Restaurant
4438450839,-34.8381033,138.4810672,Semaphore Blue Apartments
4472521711,-37.09687,147.053562,Blue Rag Range Trig
4487794792,-37.3872725,145.7438045,Blue Haze Peak
4535307792,-21.9314779,114.122894,Blue Lips
4601037690,-32.0629463,115.7570959,Blue Lotus
4606989589,-43.0185571,147.9196259,Blue Seal Cafe
4637113990,-32.0549741,115.7467876,The Blue Budha
4639413324,-27.9513044,153.4091066,Blue Waters Apartments
4691539605,-36.5686913,143.8650055,Blue Eucy Distillery Park and Museum
4709271176,-29.752333,153.2194595,Blue Gum Flat Trail
4738103160,-19.1586397,146.854842,Peppers Blue on Blue
4739448291,-32.9011571,151.6918972,Janet St Near Blue Gum Rd
4739450040,-32.8989429,151.6916093,Blue Gum Rd Near Goodwin St
4739450234,-32.8969804,151.6934917,University Dr Before Blue Gum Rd
4739451577,-32.9027787,151.6908464,Blue Gum Rd Near Stockland Shopping Centre
4739451578,-32.9029249,151.691012,Blue Gum Rd After William St
4739451579,-32.9008767,151.6912096,Blue Gum Rd Opp Janet St
4739451580,-32.8991539,151.6917486,Blue Gum Rd Opp Goodwin St
4739451581,-32.9001982,151.6915262,Blue Gum Rd Before Janet St
4739451582,-32.9047639,151.6909338,Newcastle Rd Near Blue Gum Rd
4739451980,-32.8967701,151.6936557,University Dr Near Blue Gum Rd
4739452020,-32.9043524,151.6905283,Blue Gum Rd Near Mordue Pde
4744287199,-35.3413055,143.5604287,Blue Sea Fish Shop
4872061376,-33.6997188,150.5684397,Blue Mountains Theatre And Community Hub
4881137323,-32.9270828,151.7729425,Blue Door Cafe
4918726347,-31.9369727,115.8417032,The Blue Flamingo
4956182825,-33.7113308,150.3122657,Great Western Hwy Opp Blue Mountains City Council
4959148761,-27.4325733,153.5430635,Blue Room
4967087305,-30.109941,153.2002288,Blue Water Laundry
5068246390,-36.1406523,144.7477071,Pink and Blue Early Learning
5081278290,-33.8928759,151.2036806,Blue Brew
5103017521,-38.401289,142.5115361,Blue Hole River Pool
5104366111,-33.871824,151.2162828,Blue River Group
5104454724,-33.4386779,150.2230999,Lower Blue Mountains Motorcycle Club
5133456828,-33.9062351,151.2638742,Three Blue Ducks
5139461627,-27.5014483,152.9320139,Blue Care Kenmore Aged Care Facility
5154987756,-33.8404931,150.5811684,Blue Mountains National Park
5156046156,-37.833601,140.7872689,Blue Lake Crossfit
5179242424,-32.0548054,115.746871,The Blue Buddah
5188278005,-35.2498643,149.1639337,Blue Gum Primary School Madigan Street
5190396455,-35.249874,149.163879,Blue Gum Primary School Madigan Street
5193532023,-33.7196033,150.4299551,Blue Mountain Hotel
5237464925,-33.7261566,150.3036936,"Blue Mountains Tourist Park, Katoomba Falls Rd"
5241952632,-37.9712191,145.1490061,Blue Circle Dry Clean & Laundrette
5319655710,-26.8049799,153.1342186,Blue Orchid Thai
5323056164,-37.9946131,145.1850202,Ocean Blue Auto
5342545121,-36.2349694,149.126428,Blue Sky Outdoor experts
5449555586,-41.1812884,146.3605338,Blue Peaks VDLl
5470069155,-38.0314007,145.1329365,Blue Gum Caravan Park/Wells Rd
5470904979,-27.5628985,151.9707835,Blue Violet Motor Inn
5495034731,-28.6425497,153.6144384,Blue Olive Delicatessen
5505619325,-38.031879,145.133451,Blue Gum Caravan Park/Wells Rd
5529453784,-28.6359385,153.5536914,Three Blue Ducks
5561831162,-35.0220571,138.5225924,Blue Bird Bakery
5574677109,-37.6761223,144.442253,Blue Star Cars
5579809140,-35.6249499,148.6843417,Blue Waterholes Cave
5579919815,-35.6580308,148.6740335,Blue Waterhole Saddle
5585931421,-32.2499799,148.6066387,Blue Diamond Motor Inn
5587269721,-28.1768084,153.5413089,Blue owl cafe
5612795001,-34.2154731,151.0087504,Blue Bench
5692518634,-33.7747514,150.6180567,Blue Pool
5746458325,-33.8779851,151.2162703,Blue Angel
5786803362,-33.6833703,151.0132285,The Blue Box Theatre
5853167289,-34.7488469,149.7244076,Blue Plate
5902813542,-33.8861786,151.2292176,Sushi n' Blue Train
5902885714,-33.887662,151.231209,Blue Haveli.
5926809702,-33.7062858,150.3193966,Blue Mountains G'Day Motel
5936112370,-35.5427377,148.9694104,Blue Gum Hill
5937807696,-33.7265326,150.3034602,Blue Mountains National Park
5938092452,-37.8942649,145.3085456,Blue Mountain Cafe
5960549369,-38.032557,145.2658652,Beyond Blue Seas
6035839413,-19.2491665,146.4958344,Blue Hills
6036336082,-21.457779,148.998062,Blue Mountain
6042482225,-33.6152,150.4179,Blue Mountains National Park
6043438082,-36.3842889,148.3969688,Blue Cow
6117175979,-37.644811,144.9524925,Blue Gum Cabin Park
6135015913,-36.7369929,142.2104245,True Blue Dealers
6135015914,-36.7371462,142.2105922,True Blue Dealers - Trailers
6139952106,-27.2004527,153.1022884,Blue Park
6169815377,-28.1020739,153.4271051,Dazzling Blue Pool & Spa Centre
6176022788,-33.7087284,151.1058752,PCYC NSW Blue Star Cafe
6180127485,-33.8563092,121.8980187,Ocean Blue Restaurant
6225166287,-32.9270673,151.7817465,Blue Kahunas
6275823585,-28.0501977,153.4360172,Realty Blue Mermaid Beach
6300985289,-35.35966,143.5613761,Blue Sky Outdoor Experts Swan Hill
6357408369,-37.7583893,144.7896862,Blue Hippo Laundry
6362369710,-38.1415516,145.1262293,Blue Bay Deli
6373302500,-37.723351,144.7513157,Blue Hippo Laundry
6403672287,-33.7125045,150.3114196,Blue Mountains Adventure Company
6448989499,-33.7096333,150.3757589,Blue Mountains Dental & Implant Centre
6450881592,-33.7296065,150.3104671,Darley's Restaurant at Lilianfels Blue Mountains Resort & Spa
6457257749,-34.1841549,142.1618395,Blue Frog Optics
6460543537,-33.7243821,150.439433,Blue Mountains Automotive
6554142545,-33.7221184,150.3724056,Falls Mountain Retreat Blue Mountains
6564089888,-32.0838281,115.9874102,True Blue Auto Electrics
6594042985,-27.7176986,114.1545306,Blue Holes
6595465087,-37.8975143,146.8165623,Blue Gables Vineyard
6597451943,-36.4012551,148.3144394,Blue Lake Cirque
6597473602,-36.3964962,148.3083952,Upper Blue Lake Cirque
6680173463,-18.1716751,142.226475,True Blue Reef
6690852998,-33.6997976,150.5673983,Blue Mountains Funerals
6690853088,-33.6992081,150.5671814,Blue Sky Chinese Cuisine
6690853108,-33.699229,150.5666034,Blue Mountain Dental Centre
6694608586,-33.7000486,150.5631739,Blue Mountains Gazette
6743930714,-33.6591074,151.2979978,Blue Pearl
6747031241,-27.7041711,114.1688217,Blue Ocean Villas
6780673996,-28.6975779,151.9057555,Blue Topaz Caravan Park Shop
6787424585,-33.6711954,150.6082381,Blue Mountains Meats
6855124109,-27.4623816,152.5813001,Blue Nurses Thrift Shop
6938593162,-33.7158304,150.3111086,Blue Mountains Buttery
6938593175,-33.7166294,150.3109437,Blue Mountains Seafood
6995525146,-42.5541516,147.8739778,Orford Blue Waters
7016592185,-33.7673737,150.6221464,Lower Blue Mountains Dental Surgery
7016592210,-33.7671787,150.6217152,Blue Dragon Books
7035504958,-33.7570396,150.6134629,Learning Solutions Blue Mountains
7040016284,-33.7061569,150.3110119,Blue Mountains (Katoomba) National Parks and Wildlife Office
7040142082,-33.7107231,150.3126513,Blue Mountains City Council
7055777885,-33.7093352,150.4210956,Blue Mountains National Park
7057731073,-33.7011401,150.5806154,Blue Mountains Coffee Roasters
7057811010,-33.6920603,150.541905,Blue Mountains Ugg Boots
7062184284,-33.7134851,150.3234199,Blue Mountains Podiatry Katoomba
7062184285,-33.7136152,150.3231722,Blue Mountains Mazda
7065101192,-37.7549243,144.9644035,Blue Stool
7077352281,-37.0692105,143.4052755,Blue Pyrenees Estate
7083676677,-40.8718397,145.5211553,Blue Rocks Point
7132488885,-27.5289697,153.4775682,Blue Lake Lookout
7138945118,-33.7186233,151.1172899,Blue Lemon Sushi
7140200316,-33.6357045,150.2856568,Born in the Blue Mountains
7140497087,-33.6491475,150.2871852,The Smokehouse Blue Mountains
7140613613,-33.6188668,150.2752542,Blue Mountains Pet Resort
7142182205,-30.5163136,151.6494133,Blue Wren Therapy
7176643226,-33.8009358,151.2973786,Eastern Blue Groper
7215948628,-37.2539728,145.8717701,Blue Gum
7252098787,-33.9168988,151.2021666,Three Blue Ducks
7293844283,-33.4822631,150.1534194,Blue Sky Restaurant
7468710396,-37.8250724,145.4441644,Blue Hills Berries & Cherries
7574116971,-38.0848323,145.2917628,Blue Hippo
7601399776,-37.6650322,146.3099701,Blue Jacket Campsite
7612245952,-30.2965748,153.1147957,Blue Illusion
7658010930,-33.9239579,147.2161963,True Blue Motor Inn
7749974899,-27.2299337,153.1154225,Blue Water Square
7832064775,-33.5653478,148.6601714,The Blue Bowerbird
7838924871,-27.682124,153.107469,Browns Plains Rd at Blue Gum Drive
7838924872,-27.682224,153.106642,Browns Plains Rd at Blue Gum Drive
7870653526,-33.7057824,150.3204656,"Blue Mountains Hospital, Woodlands Rd"
7872135712,-33.7111297,150.3124484,"Blue Mountains City Council, Great Western Hwy"
7888843532,-33.6941672,150.5358712,Blue Mountains Podiatry
7998802423,-33.7058488,150.3202552,"Blue Mountains Hospital, Great Western Hwy"
8006171576,-33.6977257,150.3735258,Blue Mountains Historical Society
8045600372,-33.630297,150.2776453,Blue Mountains Christian School Bus Bay
8045600496,-33.6307439,150.306874,"Blue Mountains Heritage Centre, Govetts Leap Rd"
8140490414,-34.9079047,138.5963541,Blue and White
8253219318,-33.5238298,150.1576061,Blue Hills
8326535942,-33.7143077,150.3101824,Blue Mountains Pharmacy
8329300000,-33.5995386,150.2036717,Blue Mountains Lavender Farm
8356510178,-31.4294343,152.9064838,Blue Cow Gelato
8380759234,-17.9305021,122.2172549,Blue Seas / Cable Beach Backpackers
8386112284,-37.7827333,145.6304062,Blue Lotus Garden
8396628689,-33.7131324,150.3313191,Belle Property Blue Mountains
8413547355,-21.1373584,149.1813355,Blue Water Lagoon
8422046147,-33.7263373,150.303679,Katoomba Falls Rd Opp Blue Mountains Tourist Park
8422046166,-33.7131528,150.3230619,"Blue Mountains Transit Bus Depot, Megalong St"
8422046208,-33.7097309,150.3003365,"Blue Mountains Emergency Centre, Valley Rd"
8422046210,-33.7094299,150.3002374,Valley Rd Opp Blue Mountains Emergency Centre
8460361598,-33.5109885,150.0829159,Blue Mountains Sparadise – Japanese Bath House
8493250509,-32.7332608,152.1088155,"Oaks Pacific Blue Resort, Sandy Point Road"
8493254719,-32.7322134,152.1107188,Bagnall Beach Road opposite Oaks Pacific Blue Resorts
8493254720,-32.732147,152.1104519,"Oaks Pacific Blue Resort, Bagnall Beach Road"
8493312337,-33.6881437,150.3083685,RSPCA Blue Mountains Shelter (Katoomba)
8502549243,-33.7078864,150.3705852,"Blue Mountain Grammar School, Matcham Avenue"
8502549256,-33.7094082,150.370727,"Blue Mountains Grammar School, Great Western Highway"
8502549261,-33.7097139,150.3698077,Great Western Highway opposite Blue Mountains Grammar School
8505435872,-34.1811933,150.469945,Blue Gum Mountain
8591592318,-34.5999428,138.7486191,Blue Mouse Computers
8650394373,-31.4354453,152.917329,Blue Bay Disability
8668359818,-34.9210532,138.634727,Blue Illusion
8683085185,-31.6513535,152.7964704,Blue Buffalo Cafe
8708719368,-41.2277593,147.9894054,Blue Tier Giant
8713873053,-37.6649351,146.3105443,Blue Jacket
8755322982,-33.7443747,151.0384364,Blue Gum
8763515440,-33.2211069,150.1243737,Blue Rock Gap
8766312417,-32.5607218,149.6221374,The Farmhouse at Blue Wren
8813278746,-35.979289,145.9522292,Blue Hole Campsite
8860230591,-33.7129191,150.3098669,Radio Blue Mountains
8867119723,-33.7179619,150.4299475,Blue Mountains Family Day Care
8900147220,-27.2310917,153.0059583,Blue Infusion
8940444522,-33.7011209,150.5812354,Blue Mountains Painting
9063521939,-35.2019298,149.1095222,Blue Tongued Lizard
9086098762,-38.1474174,144.3410826,Blue Door Espresso
9110868596,-37.7688778,145.0424681,Blue Illusion
9125577080,-37.719661,145.2367169,Blue Tongue Bend
9128441992,-27.5102326,153.0323256,Blue Reef
9161848311,-33.7091055,150.3753914,Blue Mountains Makers
9166218217,-27.9701212,144.6375989,Yowah Blue Wren Cafe and Bar
9166218218,-27.9701568,144.6375469,Yowah Blue Wren Cafe and Bar
